title,link,snip,sjr,impact factor,5 year impact factor
Journal of Food Composition and Analysis,http://www.journals.elsevier.com/journal-of-food-composition-and-analysis/,1.632,1.075,1.985,2.603
Journal of Food Engineering,http://www.journals.elsevier.com/journal-of-food-engineering/,1.887,1.354,2.771,3.216
Journal of Forensic and Legal Medicine,http://www.journals.elsevier.com/journal-of-forensic-and-legal-medicine/,0.748,0.476,0.760,0.924
Journal of Forensic Radiology and Imaging,http://www.journals.elsevier.com/journal-of-forensic-radiology-and-imaging/,0.0,0.0,0.0,0.0
Journal of Forest Economics,http://www.journals.elsevier.com/journal-of-forest-economics/,0.896,0.829,1.143,1.488
Journal of Fuel Chemistry and Technology,http://www.journals.elsevier.com/journal-of-fuel-chemistry-and-technology/,0.0,0.0,0.0,0.0
Journal of Functional Analysis,http://www.journals.elsevier.com/journal-of-functional-analysis/,1.624,2.352,1.322,1.516
Journal of Functional Foods,http://www.journals.elsevier.com/journal-of-functional-foods/,1.601,1.175,3.574,3.859
Journal of Gastrointestinal Surgery,/journals/journal-of-gastrointestinal-surgery/1091-255x,0.0,0.0,0.0,0.0
Journal of Genetic Engineering and Biotechnology,http://www.journals.elsevier.com/journal-of-genetic-engineering-and-biotechnology/,0.0,0.0,0.0,0.0
Journal of Genetics and Genomics,http://www.journals.elsevier.com/journal-of-genetics-and-genomics/,0.778,1.308,3.585,2.849
Journal of Geochemical Exploration,http://www.journals.elsevier.com/journal-of-geochemical-exploration/,1.626,0.950,2.747,2.828
Journal of Geodynamics,http://www.journals.elsevier.com/journal-of-geodynamics/,1.181,1.188,2.217,2.499
Journal of Geodynamics with Journal of Structural Geology (Combined Subscription),/journals/journal-of-geodynamics-with-journal-of-structural-geology-combined-subscription/fs00-1055,0.0,0.0,0.0,0.0
Journal of Geometry and Physics,http://www.journals.elsevier.com/journal-of-geometry-and-physics/,1.208,0.768,0.870,0.890
Journal of Geriatric Oncology,http://www.journals.elsevier.com/journal-of-geriatric-oncology/,0.511,1.201,1.859,1.640
Journal of Ginseng Research,http://www.journals.elsevier.com/journal-of-ginseng-research/,0.0,0.0,0.0,0.0
Journal of Global Antimicrobial Resistance,http://www.journals.elsevier.com/journal-of-global-antimicrobial-resistance/,0.602,0.464,1.086,1.086
Journal of Great Lakes Research,http://www.journals.elsevier.com/journal-of-great-lakes-research/,0.928,0.767,1.748,2.050
Journal of Hand Surgery (American Volume),http://www.journals.elsevier.com/journal-of-hand-surgery-american-volume/,1.307,1.111,1.667,1.855
Journal of Hand Therapy,http://www.journals.elsevier.com/journal-of-hand-therapy/,0.762,0.547,2.000,2.061
Journal of Hazardous Materials,http://www.journals.elsevier.com/journal-of-hazardous-materials/,2.179,1.644,4.529,5.277
Journal of Health Economics,http://www.journals.elsevier.com/journal-of-health-economics/,1.867,2.036,2.579,3.327
Journal of Hepatology,http://www.journals.elsevier.com/journal-of-hepatology/,2.590,3.477,11.336,10.305
Journal of Herbal Medicine,http://www.journals.elsevier.com/journal-of-herbal-medicine/,0.602,0.405,1.188,1.047
Journal of High Energy Astrophysics,http://www.journals.elsevier.com/journal-of-high-energy-astrophysics/,0.0,0.0,0.0,0.0
Journal of Historical Geography,http://www.journals.elsevier.com/journal-of-historical-geography/,1.021,0.616,1.028,1.143
Journal of Hospital Infection,http://www.journals.elsevier.com/journal-of-hospital-infection/,1.251,1.054,2.544,3.077
Journal of Hospitality and Tourism Management,http://www.journals.elsevier.com/journal-of-hospitality-and-tourism-management/,0.0,0.0,0.0,0.0
"Journal of Hospitality, Leisure, Sport & Tourism Education - JoHLSTE",http://www.journals.elsevier.com/journal-of-hospitality-leisure-sport-and-tourism-education-johlste/,0.601,0.420,0.455,0.500
Journal of Housing Economics,http://www.journals.elsevier.com/journal-of-housing-economics/,1.400,0.717,0.500,0.984
Journal of Human Evolution,http://www.journals.elsevier.com/journal-of-human-evolution/,1.234,1.639,3.733,4.111
Journal of Hydrodynamics,http://www.journals.elsevier.com/journal-of-hydrodynamics/,1.262,0.565,0.659,0.749
Journal of Hydro-environment Research,http://www.journals.elsevier.com/journal-of-hydro-environment-research/,1.293,0.563,2.474,2.687
Journal of Hydrology,http://www.journals.elsevier.com/journal-of-hydrology/,1.856,1.466,3.053,3.912
Journal of Hydrology: Regional Studies,http://www.journals.elsevier.com/journal-of-hydrology-regional-studies/,0.0,0.0,0.0,0.0
Journal of Immunological Methods,http://www.journals.elsevier.com/journal-of-immunological-methods/,0.762,0.846,1.820,2.249
Journal of Indian College of Cardiology,http://www.journals.elsevier.com/journal-of-indian-college-of-cardiology/,0.0,0.0,0.0,0.0
Journal of Industrial and Engineering Chemistry,http://www.journals.elsevier.com/journal-of-industrial-and-engineering-chemistry/,1.400,0.815,3.512,3.021
Journal of Infection,http://www.journals.elsevier.com/journal-of-infection/,1.485,1.750,4.441,3.982
Journal of Infection and Chemotherapy,http://www.journals.elsevier.com/journal-of-infection-and-chemotherapy/,0.938,0.621,1.486,1.502
Journal of Infection and Public Health,http://www.journals.elsevier.com/journal-of-infection-and-public-health/,0.0,0.0,0.0,0.0
Journal of Information Security and Applications,http://www.journals.elsevier.com/journal-of-information-security-and-applications/,0.0,0.0,0.0,0.0
Journal of Informetrics,http://www.journals.elsevier.com/journal-of-informetrics/,1.724,1.440,2.412,2.932
Journal of Innovation in Digital Ecosystems,http://www.journals.elsevier.com/journal-of-innovation-in-digital-ecosystems/,0.0,0.0,0.0,0.0
Journal of Inorganic Biochemistry,http://www.journals.elsevier.com/journal-of-inorganic-biochemistry/,1.060,0.849,3.444,3.447
Journal of Insect Physiology,http://www.journals.elsevier.com/journal-of-insect-physiology/,1.076,1.108,2.470,2.577
Journal of Integrative Agriculture,http://www.journals.elsevier.com/journal-of-integrative-agriculture/,0.627,0.333,0.833,0.850
Journal of Integrative Medicine,http://www.journals.elsevier.com/journal-of-integrative-medicine/,0.0,0.0,0.0,0.0
Journal of Interactive Marketing,http://www.journals.elsevier.com/journal-of-interactive-marketing/,2.185,1.609,2.773,3.385
"Journal of International Accounting, Auditing and Taxation",http://www.journals.elsevier.com/journal-of-international-accounting-auditing-and-taxation/,0.0,0.0,0.0,0.0
Journal of International Economics,http://www.journals.elsevier.com/journal-of-international-economics/,2.672,4.604,2.368,2.745
"Journal of International Financial Markets, Institutions & Money",http://www.journals.elsevier.com/journal-of-international-financial-markets-institutions-and-money/,0.0,0.0,0.0,0.0
Journal of International Management,http://www.journals.elsevier.com/journal-of-international-management/,1.360,1.318,1.648,2.566
Journal of International Money and Finance,http://www.journals.elsevier.com/journal-of-international-money-and-finance/,1.418,1.114,2.117,1.916
Journal of Interprofessional Education & Practice,http://www.journals.elsevier.com/journal-of-interprofessional-education-and-practice/,0.0,0.0,0.0,0.0
Journal of Invertebrate Pathology,http://www.journals.elsevier.com/journal-of-invertebrate-pathology/,1.047,0.948,2.110,2.419
Journal of Investigative Dermatology,http://www.journals.elsevier.com/journal-of-investigative-dermatology/,0.0,0.0,0.0,0.0
"Journal of Iron and Steel Research, International",http://www.journals.elsevier.com/journal-of-iron-and-steel-research-international/,1.550,0.688,0.675,0.531
Journal of King Saud University - Computer and Information Sciences,http://www.journals.elsevier.com/journal-of-king-saud-university-computer-and-information-sciences/,0.0,0.0,0.0,0.0
Journal of King Saud University - Engineering Sciences,http://www.journals.elsevier.com/journal-of-king-saud-university-engineering-sciences/,0.0,0.0,0.0,0.0
Journal of King Saud University - Science,http://www.journals.elsevier.com/journal-of-king-saud-university-science/,0.0,0.0,0.0,0.0
Journal of Logical and Algebraic Methods in Programming,http://www.journals.elsevier.com/journal-of-logical-and-algebraic-methods-in-programming/,0.0,0.0,0.0,0.0
Journal of Loss Prevention in the Process Industries,http://www.journals.elsevier.com/journal-of-loss-prevention-in-the-process-industries/,1.862,0.827,1.406,1.626
Journal of Luminescence,http://www.journals.elsevier.com/journal-of-luminescence/,1.347,0.770,2.719,2.527
Journal of Macroeconomics,http://www.journals.elsevier.com/journal-of-macroeconomics/,0.851,0.524,0.488,0.726
Journal of Magnesium and Alloys,http://www.journals.elsevier.com/journal-of-magnesium-and-alloys/,0.0,0.0,0.0,0.0
Journal of Magnetic Resonance,http://www.journals.elsevier.com/journal-of-magnetic-resonance/,0.973,1.029,2.510,2.423
Journal of Magnetism and Magnetic Materials,http://www.journals.elsevier.com/journal-of-magnetism-and-magnetic-materials/,1.408,0.800,1.970,1.979
Journal of Manipulative and Physiological Therapeutics,http://www.journals.elsevier.com/journal-of-manipulative-and-physiological-therapeutics/,1.124,0.729,1.480,1.667
Journal of Manufacturing Processes,http://www.journals.elsevier.com/journal-of-manufacturing-processes/,0.0,0.0,0.0,0.0
Journal of Manufacturing Systems,http://www.journals.elsevier.com/journal-of-manufacturing-systems/,2.290,1.206,1.682,2.078
Journal of Manufacturing Systems with Journal of Manufacturing Processes (Combined Subscription),/journals/journal-of-manufacturing-systems-with-journal-of-manufacturing-processes-combined-subscription/fs00-4083,0.0,0.0,0.0,0.0
Journal of Marine and Island Cultures,http://www.journals.elsevier.com/journal-of-marine-and-island-cultures/,0.0,0.0,0.0,0.0
Journal of Marine Systems,http://www.journals.elsevier.com/journal-of-marine-systems/,1.386,1.101,2.508,3.112
Journal of Materials Processing Technology,http://www.journals.elsevier.com/journal-of-materials-processing-technology/,3.823,2.155,2.236,2.660
Journal of Materials Research and Technology,http://www.journals.elsevier.com/journal-of-materials-research-and-technology/,0.0,0.0,0.0,0.0
Journal of Materials Science & Technology,http://www.journals.elsevier.com/journal-of-materials-science-and-technology/,1.616,0.941,1.909,1.794
Journal of Materiomics,http://www.journals.elsevier.com/journal-of-materiomics/,0.0,0.0,0.0,0.0
Journal of Mathematical Analysis and Applications,http://www.journals.elsevier.com/journal-of-mathematical-analysis-and-applications/,1.301,1.206,1.120,1.204
Journal of Mathematical Economics,http://www.journals.elsevier.com/journal-of-mathematical-economics/,1.093,1.081,0.738,0.614
Journal of Mathematical Psychology,http://www.journals.elsevier.com/journal-of-mathematical-psychology/,1.800,1.523,2.609,2.656
Journal of Medical Colleges of PLA,http://www.journals.elsevier.com/journal-of-medical-colleges-of-pla/,0.0,0.0,0.0,0.0
Journal of Medical Hypotheses and Ideas,http://www.journals.elsevier.com/journal-of-medical-hypotheses-and-ideas/,0.0,0.0,0.0,0.0
Journal of Medical Imaging and Radiation Sciences,http://www.journals.elsevier.com/journal-of-medical-imaging-and-radiation-sciences/,0.0,0.0,0.0,0.0
Journal of Medical Ultrasound,http://www.journals.elsevier.com/journal-of-medical-ultrasound/,0.0,0.0,0.0,0.0
Journal of Medieval History,http://www.journals.elsevier.com/journal-of-medieval-history/,0.0,0.0,0.0,0.0
Journal of Membrane Science,http://www.journals.elsevier.com/journal-of-membrane-science/,1.885,2.251,5.056,5.323
Journal of Memory and Language,http://www.journals.elsevier.com/journal-of-memory-and-language/,2.149,2.430,4.237,4.257
Journal of Men's Health,http://www.journals.elsevier.com/journal-of-mens-health/,0.0,0.0,0.0,0.0
Journal of Microbiological Methods,http://www.journals.elsevier.com/journal-of-microbiological-methods/,0.970,0.795,2.026,2.338
"Journal of Microbiology, Immunology and Infection",http://www.journals.elsevier.com/journal-of-microbiology-immunology-and-infection/,1.119,0.776,2.349,1.869
Journal of Microscopy and Ultrastructure,http://www.journals.elsevier.com/journal-of-microscopy-and-ultrastructure/,0.0,0.0,0.0,0.0
Journal of Midwifery & Women's Health,/journals/journal-of-midwifery-and-womens-health/1526-9523,0.0,0.0,0.0,0.0
Journal of Minimally Invasive Gynecology,http://www.journals.elsevier.com/journal-of-minimally-invasive-gynecology/,1.102,0.754,1.830,1.941
Journal of Molecular and Cellular Cardiology,http://www.journals.elsevier.com/journal-of-molecular-and-cellular-cardiology/,1.277,1.976,4.655,5.039
Journal of Molecular Biology,http://www.journals.elsevier.com/journal-of-molecular-biology/,1.034,2.618,4.333,3.702
Journal of Molecular Catalysis A+B (Combined Subscription),/journals/journal-of-molecular-catalysis-ab-combined-subscription/fs00-0537,0.0,0.0,0.0,0.0
Journal of Molecular Catalysis A: Chemical,http://www.journals.elsevier.com/journal-of-molecular-catalysis-a-chemical/,1.420,1.015,3.615,3.732
Journal of Molecular Catalysis B: Enzymatic,http://www.journals.elsevier.com/journal-of-molecular-catalysis-b-enzymatic/,0.988,0.690,2.128,2.622
Journal of Molecular Graphics and Modelling,http://www.journals.elsevier.com/journal-of-molecular-graphics-and-modelling/,0.664,0.530,1.722,1.948
Journal of Molecular Liquids,http://www.journals.elsevier.com/journal-of-molecular-liquids/,1.104,0.595,2.515,2.154
Journal of Molecular Spectroscopy,http://www.journals.elsevier.com/journal-of-molecular-spectroscopy/,0.736,0.486,1.482,1.164
Journal of Molecular Structure,http://www.journals.elsevier.com/journal-of-molecular-structure/,0.810,0.405,1.602,1.585
Journal of Molecular Structure: THEOCHEM,/journals/journal-of-molecular-structure-theochem/0166-1280,0.0,0.0,0.0,0.0
Journal of Molecular Structure with Computational and Theoretical Chemistry (Combined Subscription),/journals/journal-of-molecular-structure-with-computational-and-theoretical-chemistry-combined-subscription/fs00-0061,0.0,0.0,0.0,0.0
Journal of Monetary Economics,http://www.journals.elsevier.com/journal-of-monetary-economics/,1.952,4.779,1.726,2.693
Journal of Multinational Financial Management,http://www.journals.elsevier.com/journal-of-multinational-financial-management/,0.0,0.0,0.0,0.0
Journal of Multivariate Analysis,http://www.journals.elsevier.com/journal-of-multivariate-analysis/,1.094,1.495,0.934,1.153
Journal of Nanjing Medical University,/journals/journal-of-nanjing-medical-university/1007-4376,0.0,0.0,0.0,0.0
Journal of Natural Gas Chemistry,/journals/journal-of-natural-gas-chemistry/1003-9953,0.0,0.0,0.0,0.0
Journal of Natural Gas Science and Engineering,http://www.journals.elsevier.com/journal-of-natural-gas-science-and-engineering/,1.592,0.642,2.157,2.048
Journal of Neonatal Nursing,http://www.journals.elsevier.com/journal-of-neonatal-nursing/,0.0,0.0,0.0,0.0
Journal of Network and Computer Applications,http://www.journals.elsevier.com/journal-of-network-and-computer-applications/,3.029,1.537,2.229,2.223
Journal of Neuroimmunology,http://www.journals.elsevier.com/journal-of-neuroimmunology/,0.762,0.994,2.467,2.756
Journal of Neurolinguistics,http://www.journals.elsevier.com/journal-of-neurolinguistics/,0.846,0.690,1.489,1.632
Journal of Neuroradiology,http://www.journals.elsevier.com/journal-of-neuroradiology/,0.735,0.517,1.753,1.560
Journal of Neuroscience Methods,http://www.journals.elsevier.com/journal-of-neuroscience-methods/,0.801,0.913,2.025,2.245
Journal of Non-Crystalline Solids,http://www.journals.elsevier.com/journal-of-non-crystalline-solids/,1.168,0.753,1.766,1.707
